Term,Coll,Dept,SUBJ,CATNUM,SEC,BGN UNITS,GD UNITS,Count,NR-COUNT,INTERNATIONAL COUNT,XE COUNT,TOTAL,UNITS,LVL,GE
2209,AL,COMM,COMM,1200,80,0,0,0,0,0,10,10,3,1,A3
2209,AL,COMM,COMM,1510,1,4,0,4,0,0,0,4,1,1,
2209,AL,COMM,COMM,1510,1,4,0,4,0,0,0,4,1,1,
2209,AL,COMM,COMM,1510,2,0,0,4,0,0,0,4,0,1,
2209,AL,COMM,COMM,1510,2,0,0,4,0,0,0,4,0,1,
2209,AL,COMM,COMM,1510,2,0,0,13,0,0,0,13,0,1,
2209,AL,COMM,COMM,1510,3,5,1,6,0,0,0,6,1,1,
2209,AL,COMM,COMM,1510,4,0,0,11,2,0,1,12,0,1,
2209,AL,COMM,COMM,1510,4,0,0,6,0,0,0,6,0,1,
2209,AL,COMM,COMM,1510,4,0,0,12,0,2,0,12,0,1,
2209,AL,COMM,COMM,3000,80,0,0,0,0,0,8,8,3,2,
2209,AL,COMM,COMM,3100,80,0,0,0,0,0,8,8,3,2,
2209,AL,COMM,COMM,3100,80,0,0,0,0,0,12,12,3,2,
2209,AL,COMM,COMM,3200,80,0,0,0,0,0,6,6,3,2,
2209,AL,COMM,COMM,3300,80,0,0,0,0,0,15,15,3,2,
2209,AL,COMM,COMM,3835,80,0,0,0,0,0,21,21,3,2,UD C
2209,AL,COMM,COMM,3835,80,0,0,0,0,0,19,19,3,2,UD C
2209,AL,COMM,COMM,3850,80,0,0,0,0,0,9,9,3,2,UD C
2209,AL,COMM,COMM,3855,80,0,0,0,0,0,9,9,3,2,UD D
2209,AL,COMM,COMM,3890,80,0,0,0,0,0,13,13,3,2,UD D
2209,AL,COMM,COMM,3890,80,0,0,0,0,0,8,8,3,2,UD D
2209,AL,COMM,COMM,3890,80,0,0,0,0,0,0,0,3,2,UD D
2209,AL,COMM,COMM,3980,1,2,0,1,0,0,0,1,2,2,
2209,AL,COMM,COMM,3980,1,0,0,0,0,0,0,0,1,2,
2209,AL,COMM,COMM,3980,2,0,0,0,0,0,0,0,2,2,
2209,AL,COMM,COMM,3980,3,0,0,0,0,0,0,0,3,2,
2209,AL,COMM,COMM,4180,1,27,0,9,1,0,0,9,3,2,
2209,AL,COMM,COMM,4180,80,0,0,0,0,0,5,5,3,2,
2209,AL,COMM,COMM,4180,80,0,0,0,0,0,4,4,3,2,
2209,AL,COMM,COMM,4310,80,0,0,0,0,0,10,10,3,2,
2209,AL,COMM,COMM,4390,80,0,0,0,0,0,12,12,3,2,
2209,AL,COMM,COMM,4410,80,0,0,0,0,0,11,11,3,2,
2209,AL,COMM,COMM,4410,80,0,0,0,0,0,9,9,3,2,
2209,AL,COMM,COMM,4410,80,0,0,0,0,0,0,0,3,2,
2209,AL,COMM,COMM,4990,2,1,0,1,0,0,0,1,1,2,
2209,AL,COMM,COMM,4990,2,1,0,1,0,0,0,1,1,2,
2209,AL,COMM,COMM,4990,4,3,0,1,0,0,0,1,3,2,
2209,AL,COMM,COMS,5010,1,0,27,9,2,1,0,9,3,3,
2209,AL,COMM,COMS,5050,1,0,18,6,0,0,0,6,3,3,
2209,AL,COMM,COMS,5060,1,0,21,7,1,1,0,7,3,3,
2209,AL,COMM,COMS,5070,1,0,18,6,2,1,0,6,3,3,
2209,AL,COMM,COMS,5200,1,0,27,9,0,1,0,9,3,3,
2209,AL,COMM,COMS,5600,1,0,6,2,0,0,0,2,3,3,
2209,AL,COMM,COMS,5890,1,0,18,6,0,0,0,6,3,3,
2209,AL,COMM,COMS,5960,1,0,0,5,0,0,0,5,0,3,
2209,AL,COMM,COMS,5960,2,0,0,2,0,1,0,2,0,3,
2209,AL,COMM,COMS,5960,2,0,0,3,0,0,0,3,0,3,
2209,AL,COMM,COMS,5980,1,0,4,4,0,0,0,4,1,3,
2209,AL,COMM,COMS,5980,1,0,1,1,0,0,0,1,1,3,
2209,AL,COMM,COMS,5980,2,0,2,1,0,0,0,1,2,3,
2209,AL,COMM,COMS,5980,2,0,1,1,0,1,0,1,1,3,
2209,AL,COMM,COMS,5980,3,0,3,1,0,0,0,1,3,3,
2209,AL,COMM,COMS,5980,4,0,1,1,0,0,0,1,1,3,
2209,AL,COMM,COMS,5980,5,0,1,1,0,0,0,1,1,3,
2209,AL,COMM,COMS,5990,3,0,3,1,0,0,0,1,3,3,
2209,AL,COMM,COMS,5990,5,0,3,1,0,0,0,1,3,3,
2209,AL,MLL,KOR,3002,1,24,0,8,1,0,0,8,3,2,
2209,AL,MLL,KOR,3110,1,18,3,7,0,0,0,7,3,2,
2209,AL,MLL,KOR,3200,1,27,0,9,0,2,0,9,3,2,
2209,AL,MLL,KOR,4001,1,6,0,2,0,0,0,2,3,2,
2209,AL,MLL,KOR,4002,1,6,0,2,0,0,0,2,3,2,
2209,AL,MLL,KOR,4100,1,12,0,4,0,1,0,4,3,2,
2209,AL,MLL,KOR,4100,1,6,0,2,0,0,0,2,3,2,
2209,AL,ART,ART,1090,2,0,0,28,1,0,0,28,0,1,
2209,AL,ART,ART,1090,2,0,0,27,0,0,0,27,0,1,
2209,AL,ART,ART,1090,2,0,0,24,0,0,0,24,0,1,
2209,AL,ART,ART,1090,4,0,0,26,0,0,0,26,0,1,
2209,AL,ART,ART,1090,4,0,0,25,0,0,0,25,0,1,
2209,AL,ART,ART,1090,4,0,0,24,0,0,0,24,0,1,
2209,AL,ART,ART,1090,6,0,0,22,0,0,0,22,0,1,
2209,AL,ART,ART,1090,6,0,0,24,0,0,0,24,0,1,
2209,AL,ART,ART,1090,8,0,0,24,0,0,0,24,0,1,
2209,AL,ART,ART,1500,2,0,0,24,0,1,0,24,0,1,C1
2209,AL,ART,ART,1500,2,0,0,24,0,0,0,24,0,1,C1
2209,AL,ART,ART,1500,2,0,0,24,1,0,0,24,0,1,C1
2209,AL,ART,ART,1500,4,0,0,22,0,1,0,22,0,1,C1
2209,AL,ART,ART,1500,4,0,0,23,0,2,0,23,0,1,C1
2209,AL,ART,ART,1520,2,0,0,24,0,1,0,24,0,1,C1
2209,AL,ART,ART,1520,2,0,0,22,0,0,0,22,0,1,C1
2209,AL,ART,ART,1520,2,0,0,24,0,1,0,24,0,1,C1
2209,AL,ART,ART,1520,4,0,0,24,0,0,0,24,0,1,C1
2209,AL,ART,ART,1520,4,0,0,24,0,0,0,24,0,1,C1
2209,AL,ART,ART,1520,4,0,0,24,0,0,0,24,0,1,C1
2209,AL,ART,ART,1520,6,0,0,24,0,0,1,25,0,1,C1
2209,AL,ART,ART,1520,6,0,0,27,0,0,0,27,0,1,C1
2209,AL,ART,ART,1520,6,0,0,24,0,0,0,24,0,1,C1
2209,AL,ART,ART,1520,8,0,0,24,0,0,0,24,0,1,C1
2209,AL,ART,ART,1520,8,0,0,24,0,1,0,24,0,1,C1
2209,AL,ART,ART,1520,8,0,0,24,0,1,0,24,0,1,C1
2209,AL,ART,ART,1520,10,0,0,25,1,0,0,25,0,1,C1
2209,AL,ART,ART,1520,10,0,0,26,0,1,0,26,0,1,C1
2209,AL,ART,ART,1520,10,0,0,24,0,0,0,24,0,1,C1
2209,AL,ART,ART,1520,12,0,0,25,2,1,0,25,0,1,C1
2209,AL,ART,ART,1520,12,0,0,24,0,2,0,24,0,1,C1
2209,AL,ART,ART,1520,12,0,0,24,0,1,0,24,0,1,C1
2209,AL,ART,ART,1520,14,0,0,20,0,0,0,20,0,1,C1
2209,AL,ART,ART,1520,16,0,0,24,1,1,0,24,0,1,C1
2209,AL,ART,ART,1520,81,0,0,0,0,0,16,16,0,1,C1
2209,AL,ART,ART,1550,2,0,0,23,0,0,0,23,0,1,C1
2209,AL,ART,ART,1550,2,0,0,26,0,0,0,26,0,1,C1
2209,AL,ART,ART,1550,2,0,0,24,0,0,0,24,0,1,C1
2209,AL,ART,ART,1550,4,0,0,22,0,0,0,22,0,1,C1
2209,AL,ART,ART,1550,4,0,0,24,0,0,0,24,0,1,C1
2209,AL,ART,ART,1550,4,0,0,24,1,0,0,24,0,1,C1
2209,AL,ART,ART,1550,6,0,0,24,0,0,0,24,0,1,C1
2209,AL,ART,ART,1590,2,0,0,21,0,0,0,21,0,1,C1
2209,AL,ART,ART,1590,2,0,0,25,0,0,0,25,0,1,C1
2209,AL,ART,ART,1590,2,0,0,24,0,0,0,24,0,1,C1
2209,AL,ART,ART,1590,4,0,0,24,0,0,0,24,0,1,C1
2209,AL,ART,ART,1590,4,0,0,25,0,0,0,25,0,1,C1
2209,AL,ART,ART,1590,4,0,0,24,0,0,0,24,0,1,C1
2209,AL,ART,ART,1590,6,0,0,26,0,0,0,26,0,1,C1
2209,AL,ART,ART,1590,6,0,0,25,0,1,0,25,0,1,C1
2209,AL,ART,ART,1590,6,0,0,24,0,0,0,24,0,1,C1
2209,AL,ART,ART,1590,8,0,0,24,0,1,0,24,0,1,C1
2209,AL,ART,ART,1590,8,0,0,25,0,0,0,25,0,1,C1
2209,AL,ART,ART,1590,8,0,0,24,0,0,0,24,0,1,C1
2209,AL,ART,ART,1590,10,0,0,25,0,1,0,25,0,1,C1
2209,AL,ART,ART,1590,12,0,0,24,0,0,0,24,0,1,C1
2209,AL,ART,ART,2440,80,0,0,0,0,0,9,9,3,1,
2209,AL,ART,ART,2870,2,0,0,24,0,0,0,24,0,1,
2209,AL,ART,ART,2870,2,0,0,24,0,1,0,24,0,1,
2209,AL,ART,ART,2870,2,0,0,24,0,0,0,24,0,1,
2209,AL,ART,ART,2870,4,0,0,24,0,0,1,25,0,1,
2209,AL,ART,ART,2870,4,0,0,23,0,1,0,23,0,1,
2209,AL,ART,ART,2870,6,0,0,23,0,1,0,23,0,1,
2209,AL,ART,ART,3070,2,0,0,22,0,1,0,22,0,2,
2209,AL,ART,ART,3070,2,0,0,12,0,0,0,12,0,2,
2209,AL,ART,ART,3070,2,0,0,16,0,0,0,16,0,2,
2209,AL,ART,ART,3080,2,0,0,26,0,0,0,26,0,2,
2209,AL,ART,ART,3080,2,0,0,23,0,2,0,23,0,2,
2209,AL,ART,ART,3080,2,0,0,24,0,1,0,24,0,2,
2209,AL,ART,ART,3110,2,0,0,37,0,0,0,37,0,2,UD C
2209,AL,ART,ART,3140,2,0,0,16,0,0,0,16,0,2,
2209,AL,ART,ART,3160,2,0,0,14,0,0,0,14,0,2,
2209,AL,ART,ART,3160,2,0,0,22,0,1,0,22,0,2,
2209,AL,ART,ART,3560,80,0,0,0,0,0,17,17,3,2,
2209,AL,ART,ART,3560,80,0,0,0,0,0,25,25,3,2,
2209,AL,ART,ART,3640,2,0,0,25,0,2,0,25,0,2,
2209,AL,ART,ART,3640,2,0,0,24,0,0,0,24,0,2,
2209,AL,ART,ART,3640,2,0,0,24,0,0,0,24,0,2,
2209,AL,ART,ART,3640,4,0,0,24,0,0,0,24,0,2,
2209,AL,ART,ART,3640,80,0,0,0,0,0,8,8,3,2,
2209,AL,ART,ART,3640,81,0,0,0,0,0,8,8,0,2,
2209,AL,ART,ART,3640,81,0,0,0,0,0,11,11,0,2,
2209,AL,ART,ART,3740,2,0,0,25,0,0,0,25,0,2,
2209,AL,ART,ART,3740,2,0,0,24,0,0,0,24,0,2,
2209,AL,ART,ART,3760,2,0,0,23,0,1,0,23,0,2,
2209,AL,ART,ART,3760,2,0,0,27,0,0,0,27,0,2,
2209,AL,ART,ART,3760,2,0,0,23,0,0,0,23,0,2,
2209,AL,ART,ART,3760,4,0,0,20,0,0,0,20,0,2,
2209,AL,ART,ART,3780,2,0,0,25,0,1,0,25,0,2,
2209,AL,ART,ART,3780,2,0,0,26,0,0,0,26,0,2,
2209,AL,ART,ART,3780,2,0,0,23,0,0,0,23,0,2,
2209,AL,ART,ART,3810,2,0,0,23,1,0,1,24,0,2,
2209,AL,ART,ART,3810,2,0,0,23,0,0,0,23,0,2,
2209,AL,ART,ART,3830,2,0,0,22,0,1,1,23,0,2,
2209,AL,ART,ART,3830,2,0,0,23,0,0,0,23,0,2,
2209,AL,ART,ART,3830,2,0,0,23,0,0,0,23,0,2,
2209,AL,ART,ART,3870,2,0,0,23,0,0,0,23,0,2,
2209,AL,ART,ART,3870,2,0,0,23,0,0,0,23,0,2,
2209,AL,ART,ART,4000,2,0,0,21,0,0,0,21,0,2,
2209,AL,ART,ART,4000,2,0,0,18,0,1,0,18,0,2,
2209,AL,ART,ART,4000,4,0,0,24,0,0,0,24,0,2,
2209,AL,ART,ART,4080,2,0,0,25,0,1,0,25,0,2,
2209,AL,ART,ART,4080,2,0,0,27,0,0,0,27,0,2,
2209,AL,ART,ART,4080,2,0,0,24,0,1,0,24,0,2,
2209,AL,ART,ART,4120,1,27,0,9,0,0,0,9,3,2,
2209,AL,ART,ART,4120,2,0,0,10,0,0,0,10,0,2,
2209,AL,ART,ART,4120,2,0,0,9,0,0,0,9,0,2,
2209,AL,ART,ART,4140,2,0,0,15,0,0,0,15,0,2,
2209,AL,ART,ART,4140,2,0,0,13,0,0,0,13,0,2,
2209,AL,ART,ART,4170,1,12,3,5,0,0,0,5,3,2,
2209,AL,ART,ART,4170,1,18,0,6,0,0,0,6,3,2,
2209,AL,ART,ART,4170,2,0,0,5,0,0,0,5,0,2,
2209,AL,ART,ART,4170,2,0,0,6,0,0,0,6,0,2,
2209,AL,ART,ART,4170,2,0,0,12,0,0,2,14,0,2,
2209,AL,ART,ART,4340,1,15,0,5,0,0,0,5,3,2,
2209,AL,ART,ART,4340,2,0,0,12,0,0,0,12,0,2,
2209,AL,ART,ART,4340,2,0,0,5,0,0,0,5,0,2,
2209,AL,ART,ART,4340,2,0,0,13,0,0,0,13,0,2,
2209,AL,ART,ART,4350,2,0,0,0,0,0,0,0,0,2,
2209,AL,ART,ART,4450,2,0,0,18,0,0,0,18,0,2,
2209,AL,ART,ART,4450,2,0,0,16,0,1,0,16,0,2,
2209,AL,ART,ART,4490,2,0,0,15,0,0,0,15,0,2,
2209,AL,ART,ART,4490,2,0,0,16,0,0,0,16,0,2,
2209,AL,ART,ART,4540,2,27,0,9,1,0,0,9,3,2,
2209,AL,ART,ART,4680,2,0,0,28,0,0,0,28,0,2,
2209,AL,ART,ART,4680,2,0,0,24,0,1,0,24,0,2,
2209,AL,ART,ART,4810,1,18,0,6,0,0,1,7,3,2,
2209,AL,ART,ART,4820,2,0,0,20,0,0,0,20,0,2,
2209,AL,ART,ART,4840,1,12,15,9,0,0,0,9,3,2,
2209,AL,ART,ART,4840,2,0,0,9,0,0,0,9,0,2,
2209,AL,ART,ART,4870,2,0,0,15,0,0,0,15,0,2,
2209,AL,ART,ART,4880,2,0,0,12,2,0,0,12,0,2,
2209,AL,ART,ART,4880,2,0,0,10,0,1,0,10,0,2,
2209,AL,ART,ART,4923,1,3,0,1,0,0,0,1,3,2,
2209,AL,ART,ART,4923,2,0,0,1,0,0,0,1,0,2,
2209,AL,ART,ART,4925,2,0,0,20,0,0,0,20,0,2,
2209,AL,ART,ART,4925,2,0,0,15,1,0,0,15,0,2,
2209,AL,ART,ART,4925,2,0,0,14,0,1,0,14,0,2,
2209,AL,ART,ART,4926,2,0,0,18,0,0,0,18,0,2,
2209,AL,ART,ART,4950,1,3,0,1,0,0,0,1,3,2,
2209,AL,ART,ART,4950,1,6,0,2,0,0,0,2,3,2,
2209,AL,ART,ART,4950,2,18,0,6,0,0,0,6,3,2,
2209,AL,ART,ART,4950,2,18,0,6,0,1,0,6,3,2,
2209,AL,ART,ART,4950,3,3,0,1,1,0,0,1,3,2,
2209,AL,ART,ART,4950,80,0,0,0,0,0,1,1,3,2,
2209,AL,ART,ART,4950,80,0,0,0,0,0,0,0,3,2,
2209,AL,ART,ART,4960,2,0,0,26,0,1,0,26,0,2,
2209,AL,ART,ART,4960,2,0,0,20,0,0,0,20,0,2,
2209,AL,ART,ART,4960,2,0,0,16,0,0,0,16,0,2,
2209,AL,ART,ART,4990,1,3,0,3,0,0,0,3,1,2,
2209,AL,ART,ART,4990,1,3,0,3,0,0,0,3,1,2,
2209,AL,ART,ART,4990,2,8,0,4,0,0,0,4,2,2,
2209,AL,ART,ART,4990,3,1,0,1,0,0,0,1,1,2,
2209,AL,ART,ART,4990,3,3,0,3,0,0,0,3,1,2,
2209,AL,ART,ART,4990,4,2,0,1,0,0,0,1,2,2,
2209,AL,ART,ART,4990,4,4,0,2,0,0,0,2,2,2,
2209,AL,ART,ART,4990,5,5,0,5,0,0,0,5,1,2,
2209,AL,ART,ART,4990,5,6,0,6,0,0,0,6,1,2,
2209,AL,ART,ART,4990,6,14,0,7,0,0,0,7,2,2,
2209,AL,ART,ART,4990,6,12,0,6,0,0,0,6,2,2,
2209,AL,ART,ART,4990,7,2,0,1,0,0,0,1,2,2,
2209,AL,ART,ART,4990,7,1,0,1,0,0,0,1,1,2,
2209,AL,ART,ART,4990,8,2,0,1,0,0,0,1,2,2,
2209,AL,ART,ART,4990,9,3,0,3,0,0,0,3,1,2,
2209,AL,ART,ART,4990,10,6,0,3,0,0,0,3,2,2,
2209,AL,ART,ART,4990,12,2,0,1,0,0,0,1,2,2,
2209,AL,ART,ART,4990,80,0,0,0,0,0,1,1,1,2,
2209,AL,ART,ART,4990,80,0,0,0,0,0,0,0,1,2,
2209,AL,ART,ART,4990,80,0,0,0,0,0,1,1,1,2,
2209,AL,ART,ART,4990,81,0,0,0,0,0,1,1,2,2,
2209,AL,ART,ART,4990,81,0,0,0,0,0,0,0,2,2,
2209,AL,ART,ART,5060,1,0,6,2,1,0,0,2,3,3,
2209,AL,ART,ART,5070,2,0,0,11,1,1,0,11,0,3,
2209,AL,ART,ART,5090,1,0,6,2,1,1,0,2,3,3,
2209,AL,ART,ART,5160,1,3,18,7,0,0,0,7,3,3,
2209,AL,ART,ART,5540,2,0,0,0,0,0,0,0,3,3,
2209,AL,ART,ART,5740,1,0,6,2,0,0,0,2,3,3,
2209,AL,ART,ART,5951,1,0,3,1,0,0,0,1,3,3,
2209,AL,ART,ART,5951,2,0,3,1,0,1,0,1,3,3,
2209,AL,ART,ART,5952,1,0,3,1,0,0,0,1,3,3,
2209,AL,ART,ART,5952,1,0,3,1,0,0,0,1,3,3,
2209,AL,ART,ART,5952,2,0,9,3,0,0,0,3,3,3,
2209,AL,ART,ART,5981,3,0,2,2,0,1,0,2,1,3,
2209,AL,ART,ART,5981,4,0,4,2,0,0,0,2,2,3,
2209,AL,ART,ART,5981,5,0,1,1,0,0,0,1,1,3,
2209,AL,ART,ART,5981,6,0,2,1,0,0,0,1,2,3,
2209,AL,ART,ART,5981,6,0,2,1,0,0,0,1,2,3,
2209,AL,ART,ART,5981,7,0,1,1,0,0,0,1,1,3,
2209,AL,ART,ART,5982,1,0,1,1,0,0,0,1,1,3,
2209,AL,ART,ART,5982,4,0,3,1,0,0,0,1,3,3,
2209,AL,ART,ART,5982,6,0,6,2,0,0,0,2,3,3,
2209,AL,ART,ART,5982,7,0,9,3,0,0,0,3,3,3,
2209,AL,ART,ART,5982,7,0,3,1,0,0,0,1,3,3,
2209,AL,ART,ART,5982,8,0,9,3,0,0,0,3,3,3,
2209,AL,ART,ART,5982,9,0,3,1,0,0,0,1,3,3,
2209,AL,ART,ART,5982,10,0,3,1,0,0,0,1,3,3,
2209,AL,ART,ART,5991,2,0,2,1,0,0,0,1,2,3,
2209,AL,ART,ART,5991,3,0,3,1,0,0,0,1,3,3,
2209,AL,ART,ART,5991,3,0,6,2,0,0,0,2,3,3,
2209,AL,ART,ART,5991,4,0,8,2,1,0,0,2,4,3,
2209,AL,ART,ART,5991,4,0,4,1,0,1,0,1,4,3,
2209,AL,ART,ART,5992,1,0,1,1,0,1,0,1,1,3,
2209,AL,ART,ART,5992,2,0,2,1,0,0,0,1,2,3,
2209,AL,ART,ART,5992,3,0,6,2,0,0,0,2,3,3,
2209,AL,ART,ART,5992,4,0,6,1,0,0,0,1,6,3,
2209,AL,ART,ART,5992,4,0,6,1,0,0,0,1,6,3,
2209,AL,ART,ART,5992,5,0,6,1,0,0,0,1,6,3,
2209,AL,ART,ART,5992,6,0,3,1,0,0,0,1,3,3,
2209,AL,ENGL,ENGL,1010,55,0,0,0,0,0,0,0,3,1,A2
2209,AL,ENGL,ENGL,1010,81,0,0,0,0,0,0,0,3,1,A2
2209,AL,ENGL,ENGL,1665,1,24,0,8,0,0,0,8,3,1,C2
2209,AL,ENGL,ENGL,2100,1,24,0,8,0,0,2,10,3,1,D
2209,AL,ENGL,ENGL,2260,2,12,0,4,0,0,0,4,3,1,C1
2209,AL,ENGL,ENGL,2665,1,12,0,4,0,0,0,4,3,1,C2
2209,AL,ENGL,ENGL,2665,1,18,0,6,0,0,0,6,3,1,C2
2209,AL,ENGL,ENGL,3810,3,24,0,8,0,0,0,8,3,2,UD C
2209,AL,ENGL,ENGL,3822,2,27,0,9,0,0,0,9,3,2,UD C
2209,AL,ENGL,ENGL,3830,80,0,0,0,0,0,25,25,3,2,UD C
2209,AL,ENGL,ENGL,3830,80,0,0,0,0,0,10,10,3,2,UD C
2209,AL,ENGL,ENGL,3835,80,0,0,0,0,0,8,8,3,2,UD C
2209,AL,ENGL,ENGL,3920,1,6,0,6,0,0,0,6,1,2,
2209,AL,ENGL,ENGL,3920,1,4,0,4,0,0,0,4,1,2,
2209,AL,ENGL,ENGL,3920,2,2,0,1,0,0,0,1,2,2,
2209,AL,ENGL,ENGL,3920,3,3,0,1,0,0,0,1,3,2,
2209,AL,ENGL,ENGL,3920,3,12,0,4,0,0,0,4,3,2,
2209,AL,ENGL,ENGL,3980,1,0,4,4,0,0,0,4,1,2,
2209,AL,ENGL,ENGL,3980,1,1,0,1,0,0,0,1,1,2,
2209,AL,ENGL,ENGL,3980,3,4,1,5,0,0,0,5,1,2,
2209,AL,ENGL,ENGL,3980,3,10,0,5,0,0,0,5,2,2,
2209,AL,ENGL,ENGL,3980,4,8,0,4,0,0,0,4,2,2,
2209,AL,ENGL,ENGL,3980,4,0,0,0,0,0,0,0,1,2,
2209,AL,ENGL,ENGL,3980,5,9,0,9,0,0,0,9,1,2,
2209,AL,ENGL,ENGL,3980,5,0,0,0,0,0,0,0,1,2,
2209,AL,ENGL,ENGL,3980,6,3,0,3,0,0,0,3,1,2,
2209,AL,ENGL,ENGL,3980,7,5,0,5,0,0,0,5,1,2,
2209,AL,ENGL,ENGL,4060,1,18,0,6,0,0,0,6,3,2,
2209,AL,ENGL,ENGL,4101,80,0,0,0,0,0,9,9,3,2,
2209,AL,ENGL,ENGL,4130,1,3,0,1,0,0,0,1,3,2,
2209,AL,ENGL,ENGL,4920,1,27,0,9,0,0,0,9,3,2,
2209,AL,ENGL,ENGL,4990,1,0,4,4,0,0,0,4,1,2,
2209,AL,ENGL,ENGL,4990,1,1,0,1,0,0,0,1,1,2,
2209,AL,ENGL,ENGL,4990,2,0,0,0,0,0,0,0,2,2,
2209,AL,ENGL,ENGL,4990,2,0,0,0,0,0,0,0,1,2,
2209,AL,ENGL,ENGL,4990,3,0,0,0,0,0,0,0,3,2,
2209,AL,ENGL,ENGL,4990,4,0,4,4,0,0,0,4,1,2,
2209,AL,ENGL,ENGL,4990,4,2,0,2,0,0,0,2,1,2,
2209,AL,ENGL,ENGL,4990,5,2,0,2,0,0,0,2,1,2,
2209,AL,ENGL,ENGL,5055,1,0,24,8,0,0,0,8,3,3,
2209,AL,ENGL,ENGL,5400,1,0,27,9,1,0,1,10,3,3,
2209,AL,ENGL,ENGL,5960,1,0,0,1,0,0,0,1,0,3,
2209,AL,ENGL,ENGL,5960,1,0,0,2,0,0,0,2,0,3,
2209,AL,ENGL,ENGL,5980,1,0,2,2,0,0,0,2,1,3,
2209,AL,ENGL,ENGL,5980,1,0,3,3,0,0,0,3,1,3,
2209,AL,ENGL,ENGL,5980,2,0,4,4,1,0,0,4,1,3,
2209,AL,ENGL,ENGL,5980,3,0,3,1,0,0,0,1,3,3,
2209,AL,ENGL,ENGL,5980,3,0,2,2,0,0,0,2,1,3,
2209,AL,ENGL,ENGL,5980,4,0,5,5,0,0,0,5,1,3,
2209,AL,ENGL,ENGL,5980,4,0,4,2,0,0,0,2,2,3,
2209,AL,ENGL,ENGL,5980,5,0,1,1,0,0,0,1,1,3,
2209,AL,ENGL,ENGL,5980,6,0,1,1,0,0,0,1,1,3,
2209,AL,ENGL,ENGL,5980,30,0,6,6,0,0,0,6,1,3,
2209,AL,ENGL,ENGL,5980,31,0,6,6,0,0,0,6,1,3,
2209,AL,ENGL,ENGL,5980,32,0,2,2,0,0,0,2,1,3,
2209,AL,ENGL,ENGL,5990,1,0,1,1,0,0,0,1,1,3,
2209,AL,ENGL,ENGL,5990,1,0,2,2,0,0,0,2,1,3,
2209,AL,ENGL,ENGL,5990,2,0,4,2,0,0,0,2,2,3,
2209,AL,ENGL,ENGL,5990,3,0,9,3,0,0,0,3,3,3,
2209,AL,ENGL,ENGL,5990,3,0,6,2,0,0,0,2,3,3,
2209,AL,ENGL,ENGL,5990,4,0,3,1,0,0,0,1,3,3,
2209,AL,ENGL,ENGL,5990,5,0,5,1,0,0,0,1,5,3,
2209,AL,ENGL,ENGL,5990,6,0,6,1,0,0,0,1,6,3,
2209,AL,ENGL,ENGL,5990,6,0,1,1,0,0,0,1,1,3,
2209,AL,ENGL,ENGL,5990,7,0,5,1,0,0,0,1,5,3,
2209,AL,ENGL,ENGL,5990,7,0,4,4,1,0,0,4,1,3,
2209,AL,ENGL,ENGL,5990,8,0,1,1,0,0,0,1,1,3,
2209,AL,ENGL,ENGL,1005B,51,27,0,9,0,0,0,9,3,1,A2
2209,AL,ENGL,ESC,210,1,0,0,0,0,0,17,0,1,,
2209,AL,ENGL,ESC,210,2,0,0,0,0,0,14,0,1,,
2209,AL,ENGL,ESC,210,3,0,0,0,0,0,18,0,1,,
2209,AL,ENGL,ESC,210,4,0,0,0,0,0,18,0,1,,
2209,AL,ENGL,ESC,210,5,0,0,0,0,0,18,0,1,,
2209,AL,ENGL,ESC,210,6,0,0,0,0,0,19,0,1,,
2209,AL,ENGL,ESC,210,7,0,0,0,0,0,16,0,1,,
2209,AL,ENGL,ESC,210,8,0,0,0,0,0,17,0,1,,
2209,AL,ENGL,ESC,210,9,0,0,0,0,0,19,0,1,,
2209,AL,ENGL,ESC,210,10,0,0,0,0,0,19,0,1,,
2209,AL,ENGL,ESC,210,11,0,0,0,0,0,19,0,1,,
2209,AL,ENGL,ESC,210,12,0,0,0,0,0,18,0,1,,
2209,AL,ENGL,ESC,210,13,0,0,0,0,0,17,0,1,,
2209,AL,ENGL,ESC,210,14,0,0,0,0,0,18,0,1,,
2209,AL,ENGL,ESC,210,15,0,0,0,0,0,17,0,1,,
2209,AL,ENGL,ESC,210,15,0,0,0,0,0,0,0,1,,
2209,AL,ENGL,ESC,210,16,0,0,0,0,0,18,0,1,,
2209,AL,ENGL,ESC,210,16,0,0,0,0,0,0,0,1,,
2209,AL,ENGL,ESC,210,17,0,0,0,0,0,19,0,1,,
2209,AL,ENGL,ESC,210,17,0,0,0,0,0,0,0,1,,
2209,AL,ENGL,ESC,210,18,0,0,0,0,0,18,0,1,,
2209,AL,ENGL,ESC,210,18,0,0,0,0,0,0,0,1,,
2209,AL,ENGL,ESC,210,19,0,0,0,0,0,16,0,1,,
2209,AL,ENGL,ESC,210,19,0,0,0,0,0,0,0,1,,
2209,AL,ENGL,ESC,210,20,0,0,0,0,0,17,0,1,,
2209,AL,ENGL,ESC,210,20,0,0,0,0,0,0,0,1,,
2209,AL,ENGL,ESC,210,21,0,0,0,0,0,18,0,1,,
2209,AL,ENGL,ESC,210,21,0,0,0,0,0,0,0,1,,
2209,AL,ENGL,ESC,210,22,0,0,0,0,0,19,0,1,,
2209,AL,ENGL,ESC,210,22,0,0,0,0,0,0,0,1,,
2209,AL,ENGL,ESC,210,23,0,0,0,0,0,18,0,1,,
